"","genbank_accession","organism","uid","loc","species_name","processid","lat","lon"
"355","KT626314","Macquarie perch","984698356","MP_GBR14|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"356","KT626315","Macquarie perch","984698357","MP_GBR15|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"357","KT626316","Macquarie perch","984698358","MP_GBR16|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"358","KT626317","Macquarie perch","984698359","MP_GBR17|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"359","KT626318","Macquarie perch","984698360","MP_GBR18|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"360","KT626319","Macquarie perch","984698361","MP_GBR19|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"361","KT626320","Macquarie perch","984698362","MP_GBR20|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"362","KT626321","Macquarie perch","984698363","MP_GBR22|Australia: Yarra River|37.73109 S 145.2061 E|11-Nov-2012|Brett Ingram",NA,NA,NA,NA
"363","KT626322","Macquarie perch","984698364","MP_GBR23|Australia: Yarra River|37.73109 S 145.2061 E|11-Nov-2012|Brett Ingram",NA,NA,NA,NA
"364","KT626323","Macquarie perch","984698365","MP_GBR24|Australia: Yarra River|37.73109 S 145.2061 E|11-Nov-2012|Brett Ingram",NA,NA,NA,NA
"365","KT626324","Macquarie perch","984698366","MP_GBR25|Australia: Yarra River|37.73109 S 145.2061 E|11-Nov-2012|Brett Ingram",NA,NA,NA,NA
"366","KT626325","Macquarie perch","984698367","MP_GBR26|Australia: Yarra River|37.73109 S 145.2061 E|11-Nov-2012|Brett Ingram",NA,NA,NA,NA
"367","KT626326","Macquarie perch","984698368","MP_GBR27|Australia: Yarra River|37.73109 S 145.2061 E|11-Nov-2012|Brett Ingram",NA,NA,NA,NA
"368","KT626327","Macquarie perch","984698369","MP_L32|Australia: Cotter River|35.31963 S 148.930669 E|04-Apr-2011|Mark Lintermans",NA,NA,NA,NA
"369","KT626328","Macquarie perch","984698370","MP_L33|Australia: Cotter River|35.31963 S 148.930669 E|04-Apr-2011|Mark Lintermans",NA,NA,NA,NA
"370","KT626329","Macquarie perch","984698371","MP_L61|Australia: Cotter River|35.31963 S 148.930669 E|2006|Mark Lintermans",NA,NA,NA,NA
"371","KT626330","Macquarie perch","984698372","MP_L62|Australia: Cotter River|35.31963 S 148.930669 E|2006|Mark Lintermans",NA,NA,NA,NA
"372","KT626331","Macquarie perch","984698373","MP_L63|Australia: Cotter River|35.31963 S 148.930669 E|2006|Mark Lintermans",NA,NA,NA,NA
"373","KT626332","Macquarie perch","984698374","MP_L88|Australia: Cotter River|35.31963 S 148.930669 E|02-May-2012|Mark Lintermans",NA,NA,NA,NA
"374","KT626333","Macquarie perch","984698375","MP_LN21|Australia: Lachlan River|34.26559 S 149.11879 E|21-Nov-2006|Dean Gilligan",NA,NA,NA,NA
"375","KT626334","Macquarie perch","984698376","MP_LN22|Australia: Lachlan River|34.26559 S 149.11879 E|21-Nov-2006|Dean Gilligan",NA,NA,NA,NA
"376","KT626335","Macquarie perch","984698377","MP_LN23|Australia: Lachlan River|34.26559 S 149.11879 E|21-Nov-2006|Dean Gilligan",NA,NA,NA,NA
"377","KT626336","Macquarie perch","984698378","MP_LN24|Australia: Lachlan River|34.26559 S 149.11879 E|21-Nov-2006|Dean Gilligan",NA,NA,NA,NA
"378","KT626337","Macquarie perch","984698379","MP_LN25|Australia: Lachlan River|34.41726951 S 149.09588148 E|03-Jul-2008|Michael Rodgers",NA,NA,NA,NA
"379","KT626338","Macquarie perch","984698380","MP_LT20|Australia: Little River|34.17391 S 150.45073 E|24-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"380","KT626339","Macquarie perch","984698381","MP_LT21|Australia: Little River|34.15119 S 150.44995 E|04-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"381","KT626340","Macquarie perch","984698382","MP_LT22|Australia: Little River|34.17391 S 150.45073 E|24-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"382","KT626341","Macquarie perch","984698383","MP_LT23|Australia: Little River|34.18802 S 150.46519 E|04-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"383","KT626342","Macquarie perch","984698384","MP_LT24|Australia: Little River|34.18802 S 150.46519 E|04-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"384","KT626343","Macquarie perch","984698385","MP_LT25|Australia: Little River|34.18802 S 150.46519 E|04-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"385","KT626344","Macquarie perch","984698386","MP_LT29|Australia: Little River|34.19152 S 150.46396 E|22-Jun-2011|Jonathon Doyle",NA,NA,NA,NA
"386","KT626345","Macquarie perch","984698387","MP_LT30|Australia: Little River|34.18802 S 150.46519 E|04-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"387","KT626346","Macquarie perch","984698388","MP_LT31|Australia: Little River|34.18802 S 150.46519 E|20-Jun-2012|Jonathon Doyle",NA,NA,NA,NA
"388","KT626347","Macquarie perch","984698389","MP_LT32|Australia: Little River|34.18802 S 150.46519 E|20-Jun-2012|Jonathon Doyle",NA,NA,NA,NA
"389","KT626348","Macquarie perch","984698390","MP_M11|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"390","KT626349","Macquarie perch","984698391","MP_M12|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"391","KT626350","Macquarie perch","984698392","MP_M13|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"392","KT626351","Macquarie perch","984698393","MP_M14|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"393","KT626352","Macquarie perch","984698394","MP_M15|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"394","KT626353","Macquarie perch","984698395","MP_M16|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"395","KT626354","Macquarie perch","984698396","MP_M17|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"396","KT626355","Macquarie perch","984698397","MP_M18|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"397","KT626356","Macquarie perch","984698398","MP_M19|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"398","KT626357","Macquarie perch","984698399","MP_M20|Australia: Murrumbidgee River|36.15949 S 149.0044153 E|05-May-2011|Mark Lintermans",NA,NA,NA,NA
"399","KT626358","Macquarie perch","984698400","MP_N01|Australia: Cotter River|35.346623 S 148.890709 E|25-Mar-2011|Mark Lintermans",NA,NA,NA,NA
"400","KT626359","Macquarie perch","984698401","MP_N02|Australia: Cotter River|35.346623 S 148.890709 E|25-Mar-2011|Mark Lintermans",NA,NA,NA,NA
"401","KT626360","Macquarie perch","984698402","MP_N03|Australia: Cotter River|35.346623 S 148.890709 E|25-Mar-2011|Mark Lintermans",NA,NA,NA,NA
"402","KT626361","Macquarie perch","984698403","MP_N04|Australia: Cotter River|35.346623 S 148.890709 E|25-Mar-2011|Mark Lintermans",NA,NA,NA,NA
"403","KT626362","Macquarie perch","984698404","MP_N05|Australia: Cotter River|35.346623 S 148.890709 E|25-Mar-2011|Mark Lintermans",NA,NA,NA,NA
"404","KT626363","Macquarie perch","984698405","MP_N21|Australia: Cotter River|35.346623 S 148.890709 E|25-Mar-2011|Mark Lintermans",NA,NA,NA,NA
"405","KT626364","Macquarie perch","984698406","MP_N22|Australia: Cotter River|35.361699 S 148.877614 E|09-Mar-2011|Mark Lintermans",NA,NA,NA,NA
"406","KT626365","Macquarie perch","984698407","MP_N23|Australia: Cotter River|35.361699 S 148.877614 E|09-Mar-2011|Mark Lintermans",NA,NA,NA,NA
"407","KT626366","Macquarie perch","984698408","MP_WC1|Australia: Wheeny Creek|33.47399 S 150.67232 E|06-May-2005|Leanne Faulks",NA,NA,NA,NA
"408","KT626367","Macquarie perch","984698409","MP_WC12|Australia: Wheeny Creek|33.47399 S 150.67232 E|06-May-2005|Leanne Faulks",NA,NA,NA,NA
"409","KT626368","Macquarie perch","984698410","MP_WC13|Australia: Wheeny Creek|33.47399 S 150.67232 E|06-May-2005|Leanne Faulks",NA,NA,NA,NA
"410","KT626369","Macquarie perch","984698411","MP_WC15|Australia: Wheeny Creek|33.47399 S 150.67232 E|06-May-2005|Leanne Faulks",NA,NA,NA,NA
"411","KT626370","Macquarie perch","984698412","MP_WC16|Australia: Wheeny Creek|33.47399 S 150.67232 E|06-May-2005|Leanne Faulks",NA,NA,NA,NA
"412","KT626371","Macquarie perch","984698413","MP_WC2|Australia: Wheeny Creek|33.47399 S 150.67232 E|06-May-2005|Leanne Faulks",NA,NA,NA,NA
"413","KT626372","Macquarie perch","984698414","MP_C1|Australia: Dartmouth Reservoir|36.7239 S 147.6588 E|27-Oct-2008|Zeb Tonkin",NA,NA,NA,NA
"414","KT626373","Macquarie perch","984698415","MP_G10|Australia: Yarra River|37.73623 S 145.22248 E|08-Oct-2008|Scott Raymond",NA,NA,NA,NA
"415","KT626374","Macquarie perch","984698416","MP_D2|Australia: King Parrot Creek|37.1808 S 145.2493 E|11-May-2008|Dean Gilligan",NA,NA,NA,NA
"416","KT626375","Macquarie perch","984698417","MP_E6|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"417","KT626376","Macquarie perch","984698418","MP_F36|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"418","KT626377","Macquarie perch","984698419","MP_WC14|Australia: Wheeny Creek|33.47399 S 150.67232 E|06-May-2005|Leanne Faulks",NA,NA,NA,NA
"419","KT626378","Macquarie perch","984698420","MP_CR47|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"420","KT626379","Macquarie perch","984698421","MP_L31|Australia: Cotter River|35.31963 S 148.930669 E|04-Apr-2011|Mark Lintermans",NA,NA,NA,NA
"421","KT626380","Macquarie perch","984698422","MP_B1|Australia: Hollands Creek|36.735342 S 146.100558 E|27-Nov-2007|Alasdair McDonald, Joanne Kearns",NA,NA,NA,NA
"422","KT626381","Macquarie perch","984698423","MP_CR43|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"423","NC_023383","Macquarie perch","575669804","MP_C1|male|USA:Mitta Mitta River Inflow, Dartmouth Lake|27-Oct-2008|Zeb Tonkin",NA,NA,NA,NA
